Macro_Nicho,Sub_Nicho,Detalle_Producto,Rating,Review
grocery gourmet food,breakfast foods,breakfast cereal bars,5.0,"These bars rock! I've been trying to convince my hubby for awhile to switch over from Clif Builders bars to something more natural and raw as his daily protein bar. This has finally done the trick! Bars taste great, great source of protein and are healthy! Thank you Raw Revolution!!"
grocery gourmet food,beverages,coffee,5.0,"Great taste! very creamy espresso with a natural sweet aroma, does not need any other cream or sugar to ruin such a rich taste.The reason why your(to the previous reviewer) coffee tasted sour is because you failed to use a decent and suitable home espresso machine.If you had used the right method and machine it would have been nearly impossible for you not to enjoy the great taste this coffee can offer.These are very high quality espresso beans with a taste so full and rich that you would want to keep going back to it after tasting other coffees."
health personal care,nutrition wellness,vitamins supplements,5.0,These are great especially if you are one that does not eat a lot of fiber. No messy powders. Just pop two a day in your mouth and your set! You can't beat the price for two bottles! If you go to the store you will pay a lot more!
health personal care,nutrition wellness,vitamins supplements,5.0,"Not only will this product make you more attractive to the opposite sex, but it will give you the fresh breath and energy to take advantage of that attraction.Huzzah for Penguin Mints! Double Huzzah!"
health personal care,health care,massage relaxation,2.0,"As a massage therapist wanting to be able to do massage or facials on this table. I thought the table would be great. When I got the table, I noticed it was a very hard table definatly not a 3"" padding as stated and not as comfortable as other massage tables, it was also not as wide. I also had the same feed back from others. The cables also got in the way everytime I would try and put it away, it was very tricky to put away with out the cables getting in the way. I had decided it wasn't good enough for my clients and had to return it."
baby products,feeding,breastfeeding,1.0,"Item worked well at first.We planned well in advance so by the time this really got used the 90 day warranty had expired. After less than a month of regular usage the pump motor started to go bad, now it hardly pumps at all and when it does the motor really labors.Kind of a pisser when a $140 item turns out to be a lemon.One star because it DID work well at first."
health personal care,health care,pain relievers,1.0,"Absolute waste of money, this is not a Pillow as advertised, in my opinion falsely, but a flat mat which, when filled with water is a very heavy weight and it is not possible to sleep on this. You could use it to wipe your feet on but thats all. An extremely disappointed customer who suffers from overheating badly in bed and thought this was a great solution. Now out of pocket and no better off."
health personal care,health care,pain relievers,5.0,I am currently undergoing physical therapy for knee pain and I end every session with 20 minutes of icing with the Elasto-Gel. I currently do the frozen veggies bag trick at home and it is not nearly as efficient as the Elasto-Gel. I'll be purchasing one in the near future most definitely.
grocery gourmet food,breakfast foods,breakfast cereal bars,2.0,"sure after the first one or two it's ok, but after a while, there's not much texture too it, the tastes meld together, it gets bland,.....I still have most o fthe box left if anyone wants them....."
grocery gourmet food,beverages,tea,5.0,It works. Everybody at work comes and asks me for this tea when their stomach is upset or when they eat too much or have gas. Also it has a nice sweet taste. No sugar required.
grocery gourmet food,breakfast foods,breakfast cereal bars,4.0,"People seem to love or hate the Raw Revolution bars. They have a different taste and texture. They're uncooked, after all! I think they're very tasty and filling. I gave the Hazelnut and Chocolate bars only 4 stars because I thought they were a bit doughy (uncooked!)and had a somewhat sweet/sour taste. Overall, I liked them a lot. They're excellent for people who want to avoid gluten and diary!"
health personal care,health care,massage relaxation,5.0,"Like a massage therapist in your own home.. this is the exact same product Discovery store sells- made by homedics- same exact model. Feels great but wish the rollers moved a bit faster. I bought one for me & one for a friend who just had a baby..instead of more baby stuff, a massage chair for mom for her tired back -while the baby's sleeping mom can really relax!(the best baby gift she ever got she said) It really works out those knots in your back."
grocery gourmet food,breakfast foods,breakfast cereal bars,5.0,These cereal bars are delicious. I've tried 3 flavors and they've all been wonderful. They make a good quick breafast if you don't have time for a bowl of cereal.
baby products,feeding,breastfeeding,4.0,"I've been using this pump for the past several months and have been happy with it only because I have nothing to compare it too. I do agaree with everything the prior review said for Pro's and Con's. I do like the petals since without them my nipple gets sucked all the way inside. If the suction is too hard it does become painful but then you can just decrease the suction. I found that at the end of each pumping session I have to massage each breast while the pump is active to get all my milk out though. I'm not sure if this is due to the pump or maybe my breasts are not fitting in the petals/cup correctly. It just prolongs my pumping time.I can deal with all that but I would say the biggest draw back for me is the freezer storage system. I work over an hour from home and are gone for over 10.5 hours. The freezer gel packs last a maximum of 6 hours - I've experimented with this including putting the entire themal bag in the freezer but that didn't lengthen the time. Since the thermal bags are such an odd vertical shape, I can't find any regular liquid freezer packs that are small enough to fit inside the bags. My job offeres a lactation room which has a small refigerator - thank goodness for that -but I'm still going to have a major problem in the summer when I have to travel home in the hot weather and when I have to travel to remote locations. The small gell packs are a major pain since there are so many of them.I can rearrange the parts in the center of the bag so that I have a small horizontal space to fit a different thermal bag. Right now I'm searching for a small bag like that which will fit inside this space and which I can use liquid freezer packs plus fit 2+ 9oz bottles inside - so we'll see. I contacted Avent about this and they offer nothing else.I also need a car adaptor which they currently do not provide but said they were working on it. They have no battery available.Before I purchased this pump I did research between Medella and Avent and thought both were comparable but the real quirks don't become apparent until you start using it!"
health personal care,nutrition wellness,vitamins supplements,5.0,Item as described and received in a timely manner... an excellent buying experience!
health personal care,health care,alternative medicine,3.0,A little narrow so the amrs feel crowed on the larger customers . And by all means do not kneel on the arm support under the head rest as i did acidentily as the tigs that hold it on will snap like dry spagetti. LOl The product was very adiquait and well put together other than the arm rest which I have not fortified and it holds nicely. Weight and portability are good so a thumbs up from me!
health personal care,health care,massage relaxation,4.0,The sound of it working is great ambient noise for sleeping and wth oils it makes you room smell wonderful! It does a reasonable job of humidification in my medium sized bedroom but it acts a little snarky in that it tries to turn itself on often when there is no water left in it. And it doesnt hold enough water to enjoy it all night but it will run for several hours. The light show and the aromatherapy can be quite a nice mood setter romantically as well.
grocery gourmet food,pantry staples,packaged meals side dishes,5.0,"I am a person who take good care of my health by eating good things. By now, I am very concerning what food should be included in our diets to maintain good health. Especially, high calories food based on carb make me worried about my diet. BUT! Since I tried this product, which is real good, I stop worrying to eat RICE. It's real low calories, healthy organic brown rice, not expensive, and easy to cook (just only 1min. 30sec. in the micro.). Anyway, I really enjoy this product, and of course buy again."
grocery gourmet food,snack food,cookies,5.0,"I got a pack of these for free with my last order! Thanks Pier Mall! Very tasty cookie cracker snack, with a light touch of honey flavor. My friends liked it too. I will definitely buy some with my next order."
grocery gourmet food,pantry staples,pasta noodles,5.0,I bought the Dreamfields Penne pasta and Victoria's Vodka Sauce (only 4 carbs per cup of sauce in any grocery store). I got to stay on my low-carb diet without cheating at all and have Penne a la Vodka for under 10 carbs. How great is that?!
grocery gourmet food,snack food,puffed snacks,5.0,"Light cheesy crunch with none of that nasty orange coloring. We love them and always get them at Trader Joe's, but amazon had them for less"
health personal care,nutrition wellness,vitamins supplements,5.0,"It is very easy to put it in your hot cereal or in a milk shake, and the flavor is malty, not bad at all, I include a tsp. of Maca powder and 4 tsps. of Flax powder together, it only makes the cereal or shake better tasting and more filling. Enjoy!"
health personal care,health care,women s health,5.0,"Our daughter swears by them. When she needs a quick lift between classes at college, during a study session, or can't get to a meal yet, she grabs a luna bar. As she is a chocoholic, any of them with chocolate will do, but she really likes the chocolate pecan."
grocery gourmet food,beverages,tea,5.0,"I've had difficulty falling asleep since my college days. Once I entered my mid-30's the insomnia became more frequent. Melatonin and valerian pills did not work unless taken at levels that left me with a morning hangover effect. L-Tryptophan, 5-HTP, and GABA were ineffective. I have also tried numerous prescription (sleep is necessary to get through nursing school) and OTC medications that are used to treat insomnia. Most left me with a headache or excessive daytime sleepiness (zombie mode). I first tried Sleepytime Extra (Sleepytime and other chamomile teas do not work for me)about 6 weeks ago, and each time I drink it I become sleepy within 15 minutes. Celestial Seasonings Sleepytime Extra works like a charm! The 25mg of Valerian root works synergistically with the chamomile and tilia estrella. I'm stocking up before the FDA comes down on valerian like it did kava kava. I also recommend 30-60 minutes of sunlight in a.m. hours, because many people are unaware that they have DSPS (Delayed Sleep Phase Insomnia)."
health personal care,health care,alternative medicine,1.0,"My daughter bought this massager for me for Christmas and I know she spent a lot of money, even with the 20% off at Linens and Things. That is why I hesitate to tell her that it stopped working. I didn't use it much, first of all because it is so thick that when you place it on my computer chair it leaves little room for you to sit. You feel like you're falling off or just sitting on the edge. I had to move it to the couch because my son and husband kept complaining they can't sit back in the seat. The remote kept falling out of its pocket which may have contributed to it acting up and eventually stopped working altogether. First it was not doing the choices you pressed, then not shutting off when I pressed off (I had to unplug it). I don't know what the blue light is all about. It just shows us now that it's getting power, so we assume the remote is not working. My son, who loves taking things apart and fixing them was not able to fix it. The massage itself left bruises the first time I used it. I had to be more selective of the massage I chose or not lean back too much. I don't know what to do with it now because I didn't keep the box as I usually do for a while in case this happens."
grocery gourmet food,pantry staples,cooking baking supplies,3.0,"This was spicier than what I usually prefer. Good change of pace in my salads, but I prefer the Broccoli sprouts."
health personal care,health care,pain relievers,5.0,"Only those who have suffered from canker sores would know the pain and trauma associated with these sores. I get canker sores that last approximately 14 days. Pain! I found Canker Cover after searching the net for relief.A few minutes after application of Canker cover on a full blown sore, my pain was gone. Three days later the sore had disappeared completely.Canker Cover is a medical breakthrough which deserves a Nobel Prize!"
grocery gourmet food,pantry staples,canned jarred food,4.0,"We enjoyed this mix. Read about it in ""Consumer Reports."" It does require almost constant stirring after the noodles are added, however, it's worth it. It is also good the next day. We added celery and onions and chicken to it."
grocery gourmet food,beverages,coffee,5.0,"First, Yuban is my favorite coffee. To be able to buy a case and save is great. The coffee was in date, the seals on the cans were excellent, and the freshness of the coffee was excellent. I will definitely buy more Yuban coffee when I need it from Amazon groceries."
baby products,feeding,breastfeeding,2.0,"It's a great idea but it doesn't work. I bought it and tried it after a small glass of beer. It turned green, meaning there was alcohol in my breastmilk. Astonished by the result, I put some water on a different strip and got the same result."
health personal care,nutrition wellness,sports supplements,1.0,"I bought two of these and saw no results what so ever, I actually lost weight. The mix has a hard time totally dissolving so you will routinely drink big clumps of powder. Also the mix does not last long because they have you using one big scoop per serving. The scoop is one cup I believe. I recently bought GMC brand of whey protein and there is no comparison. GMC's stuff actually tastes good and I don't mind drinking it. Anyways you get what you pay for."
baby products,feeding,highchairs booster seats,4.0,"I bought it for my daughter and the only complaint I had is that one of the ties was broken. but it was easy to fix and now works great! She loves the fact that it reaches the table. It was also great because it was weighted for her, some seats I found were only weighted to 30lbs and at three years old she is over that. She likes the colors and the pocka dots. It was a great buy!"
grocery gourmet food,pantry staples,cooking baking supplies,4.0,"These arrived nice and fresh, but even though I'm a real salt lover, they have too much salt on them for my taste. I suppose I could put them in a strainer and shake them. But it would be better - and for many people salt is a health concern - if they weren't over-salted.The packages have a notice on them that suggests refrigerating or freezing. That is good thinking. Anything with high natural fat content can easily become rancid over time, especially at higher temperatures. So when buying the small case of these things, it's wise to keep in mind your storage capabilities."
health personal care,nutrition wellness,vitamins supplements,5.0,"I've suffered from chronic constipation for years. Laxatives and Stool softeners never really provided me with the relief I needed, only cramps. When I first came across OxyPowder, I was skeptical. I didn't think that it would work as well as it was hyped on their website. I was wrong.After the cleanse, I felt soooooo much better. It's the only colon cleanser that I've found that has provided me with continual relief. I've recommended it to my friends and family and they have all had success with it too.Highly Recommended!!"
grocery gourmet food,pantry staples,packaged meals side dishes,5.0,"Despite what some think there is a ton of fillers in here (see the ingredient list on the Omaha site), but.... that is not a bad thing in this case. They are not unhealthy fillers and these are very delicious. Our kids just love them. We serve one ball as a serving as that is the perfect healthy carb portion for a meal. 1 piece has the following nutrition just in case you are wondering:Calories"
health personal care,health care,massage relaxation,5.0,"This cushion is awesome. As a big muscular guy (6'2"" 260 lbs), I had never found a massager that was powerful enough to be effective. My muscles have met their match. It's very powerful and has enough settings and options to fix all of my aches and pains. This is a great product and I recommend it unconditionally."
grocery gourmet food,breakfast foods,breakfast cereal bars,3.0,"This bar is full of good nutrients; However, it is really a lot of work to consume one. You need a lot of water or milk. The taste is not that great. The only advantage is convenience when you are driving a long distance and you don't have an easy access to a quality high protein meal."
grocery gourmet food,snack food,unknown,5.0,"My wife hates hot food, but for some reason, loves hot fries. If her salsa has the tiniest spice, she won't eat it, yet these mouth-burning beasts are her favorite snack. They are sometimes hard to find - having them by the case helps solve that problem. The size offered here is the size that you will normally find (around here at least) printed with the 99c price, so you can also figure the price savings, somewhere around, what, 40%? Wow!"
grocery gourmet food,beverages,juices,5.0,well one of the best you just have to have a copy of this.
baby products,feeding,bottle feeding,5.0,"These bottles are great! My breastfed baby took to them very easily, and now that she's older, the 4oz size makes a very good container to put cereal and other solid foods in (with the sealing discs). A benefit to these bottles is their ability to effectively and easily reduce the amount of air the baby swallows. As she is drinking from the bottle, you can actually see the air bubbles being released into the bottle in between sucks.In response to other posts about the bottles leaking, we have only used these bottles, and they have never leaked (even with mommy hurrying to pack bottles when running late). I have even dropped a bottle full of milk on the floor (several times), no leaks!I love that you can interchange the nipples and sealing discs, so I can have bottles or storage containers, depending on what I need! I also bought the Avent Breastpump Conversion kit ($9), so I can use my Medela pump to pump directly into the Avent bottles.All the bottle parts are dishwasher-safe, but I choose to clean the nipples myself with a nipple brush, just to be thorough. The rings, sealing discs, caps, and bottles themselves clean up very well in the dishwasher.These bottles are durable! Like I said, I have dropped them on the floor, pumped into them, run them through the dishwasher, sterilized them, boiled them (before I had a sterilizer), and they don't show any signs of wear at all! The bottles themselves are a very hard plastic, which can go through several babies without any problems. The nipples are a softer silicone, but are thick enough that they hold up great too."
grocery gourmet food,snack food,party mix,4.0,they are high quality mints that are different from the rest with a good variety but a lil expensive is all.
health personal care,health care,massage relaxation,3.0,this one has a lot of vibrations and is really very heavy...if ur a petite girl like me u might want to have someone else hold it for u..i really was expecting something similar to a shiatsu massager ..should have known better...the heat like evryone says is not that bad really...it does heat up fast enough...but its the surface area of the massager that is not as big and continous as a heat pad..anyways..i would still prefer the shiatsu massagers to this one...but i guess thats me.thanksvidhya
grocery gourmet food,dairy eggs,milk,2.0,"While on the whole, the Tuscan Milk experience can be described as ""mildly pleasant"", I found that it failed the most important category of all... Compatibility with chocolate syrup. Indeed, the density of Tuscan Whole Milk is so severe that Hershey's Chocolate Syrup (and 95% of store brand equivalents) does not actually blend with the milk, but instead floats at the top no matter how hard you stir. And if you should be so foolish as to consider powdered Nesquik, you will find that the chocolate flavored granules in fact hover above the surface of the milk and create a choking cloud of air-passage clogging brown particulate.Were this Tuscan Whole Milk's only transgression, it might have earned it 3 stars, rather than 2. Unfortunately, the extraordinary density also affects the consumption of cereal. Captain Crunch for instance not only ""stays crunchy"", but it also never actually gets ""wet"". This is simply unforgiveable.For those interested, I would recommend drinking it plain... out of a sturdy glass."
grocery gourmet food,beverages,tea,5.0,"The idea of boiling grain to make a tea never occurred to me. Surprisingly in Seoul, many restaurants serve barley tea, called bori-cha as their standard free beverage. Most of my Korean colleagues love it. It is a kind of cultural icon. Growing up with Honey nut Cheerios, I assumed that barley needs honey, so I added honey to my barley tea and it is to die for. My Korean colleagues consider this sacrilege, but I still recommend it.Barley tea is also popular in Japan and Ecuador. Apparently, we are behind in the discovery of this wonderful tea.The taste of barley tea is a bit like regular tea, say Lipton, but softer. Most importantly for me, this tea is healthy and natural. I don't drink coffee, black or green tea for health and personal reasons. Tea made from barley is healthy, refreshing and enjoyable. You must try some."
baby products,feeding,bottle feeding,3.0,"I used Avent with my two older kids and was very excited when I heard they were coming out with a disposable system which worked with the bottles (the old system had color coded nipples that you had to match to the nurser or bottle and they weren't interchangeable.)The biggest selling points of this new system is that if you are already using avent bottles or were planning on it you can add these nursers without keeping two sets of nipples. Everything that you love about the Avent bottles holds true with the nursers. You can pump directly into them and that's a big plus.Here are the major drawbacks:1. The nurser base is very wide. I have small hands and found the nursers to be very cumbersome and they didn't feel natural to hold during feedings. The nursers are a lot wider than the bottles, if you've used the old version of the nursers you'll also notice how much larger this new design is. My husband who has much larger hands than me said that he liked the wider bottle and it didn't seems as easy to drop and felt more natural to him.2. You can't use other brands of liners. I pump & store my milk, and I've found that the bags are just TOO narrow to fit this bottle (Playtex & Lansinoh). You are either going to have to pump directly into this liner or you'll have to transfer milk (which for me defeated the whole point, since I use Lansinoh to store milk flat in the freezer!)3. This bottle won't take the Playtex Drop Ins either, they are MUCH smaller than the Avent brand. If you can't find the Avent liners easily in your area you'll be stuck ordering online.All in all, I think this is a good product if you are willing to deal with the issues I've stated. I used Avent with my older children and I SWEAR by their system however this product just wasn't for me. For all of the trouble I had with it, it just made more sense in my situation not to use them.For now I will keep using my Avent bottles. I might try the Playtex disposable system however I have learned that their system doesn't have as many silicone nipple options as Avent (Playtex currently makes"
baby products,feeding,solid feeding,1.0,"Anyone who gives this a positive review hasn't owned it very long. The spout leaks and after a few times getting chewed on, the end of the spout breaks. What a racket. The cup is $1.74 at Walmart but the spout is $1.75 on ebay. Might as well get a new cup. Lame!!!"
grocery gourmet food,snack food,pretzels,5.0,"These are so yummy. My son likes the Oat Bran, hubby likes the Honey Wheat and I love the Pumpernickel & Onion. It makes me happy to find an incredible ingredient list for something so yummy. Amazon has the best price if you want to buy in bulk."
health personal care,nutrition wellness,vitamins supplements,5.0,This stuff is amazing-it not only tastes exactly like sugar it looks like sugar. This is the only substitute sugar my husband has not detected. We have had it in our sugar bowl for five months and he still thinks it is sugar!
grocery gourmet food,beverages,tea,5.0,I love this tea. I prefer to drink it at nights prior to bedtime as I find the aroma relaxing and gentle. Nice tea!
health personal care,health care,pain relievers,5.0,I love the chillow. It works really well. I was worried it might leak but I have had mine for two years and it's never leaked. You have to open it occasionally and let the sponge inside unbunch but other than that it is great.It keeps your head cool for at least an hour and you can flip it over or move it around to keep it cool longer.
grocery gourmet food,pantry staples,cooking baking supplies,5.0,"Since I have started to use this product over a year ago, I don't even try to find other brands. I will stick with this brand of ex. virg. coconut oil for as long as I can get it. I take at least two tbls. of this throughout the day and I use it on every food that I eat instead of butter. This is one of the top natural cures that you can buy and it is simply a FOOD!!"
health personal care,health care,pill cases splitters,4.0,My co-workers and I in my hospital unit all think the crusher works just fine and we like the grip you can get on the top because it isn't justround. Only drawback is that the base edges are kind of sharp as most of us hold it in our hands while we are crushing meds.
grocery gourmet food,beverages,tea,3.0,"I love yogi teas, however I have to admit that this one tasted a little bit too sweet from the stevia. I dont mean sweet in the good way....It gave a weird after taste and i really didnt enjoy it. However this is just my taste preference. If you dont mind an overwhelming stevia sweetness than this tea would be fine."
health personal care,health care,thermometers,5.0,"It cost a little more, but it's worth it. It keeps the last 5 temperatures so you can compare."
health personal care,nutrition wellness,nutrition bars drinks,4.0,"Muscle milk in general is really good! The chocolate milk (not naturals) was a little better. This one didn't mix as well, it was a little clumpy even though I used a shaker. I'd recomend the not-naturals kind but they're all good."
grocery gourmet food,beverages,tea,3.0,"Is this a black tea? Or a tisane? There's so little darjeeling that I wonder why bother putting it in at all. As well, the darjeeling is overpowered by all the other ingredients, so why not use a less delicately flavored black tea. As for the berries, well, the hibiscus overpowers those elements, so why not cut out the hibiscus altogether? I was disappointed, only because I like a full bodied cup of black tea, and didn't get it. I believe Numi offers an all-berry tea, and I would recomment that."
grocery gourmet food,pantry staples,cooking baking supplies,1.0,"This product comes from a very good company that makes a number of excellent Gluten free as well as non-gluten free baking products. DO NOT let the poor quality of this one product keep you from trying other products they make. This mix is a classic example of a very poorly designed and likely untested Gluten free product. It lacks enough sugar and moisture ingredients to make the finished product taste good and mix well. As with many Gluten Free products new to the market, you find yourself constantly adding ""something"" to try to make it right. To these, I had to add nearly a full cup of sugar to begin to dissipate the very bitter taste. I added both applesauce and plain yogurt during different baking sessions to get a consistency that would feel and move like a muffin mix. THIS mix takes too much ""Doctoring"" to be recommended at all until Hodgson Mill goes back to the drawing board and fixes this. BUT, Hodgson Mill does have other good products. Try their Blueberry Muffin Mix and hope that one day Amazon will carry a wider array of their Gluten Free offerings as many are very, very good."
health personal care,health care,pain relievers,5.0,"I have used this stuff for a few years, mostly for bruises, but when I broke my big toe it really seemd to help it heal very quickly,not just clearing the blood under the nail, (which I didn't loose), but helped with the pain. It also seemed to help with a case of tendonitis I had in my ankle. Its non greasy. It works so well that when my 8 yr old smashed his finger while working he wouldn't let me put it on because he didn't want it to make his ""trophy"" go away before his buddies could see it!"
grocery gourmet food,pantry staples,herbs,5.0,I love this Garlic Seasoning and could only find it at Samms Club (which I no longer belong to) I looked everywhere and finally found it on Amazon.com. This is fabulous on anything and what's very important to me is that it has No Salt or MSG.! I received it very quickly and will be back for more. This blend of Garlic and Herbs is excellent!
grocery gourmet food,pantry staples,dried beans,5.0,Healthier and tastier than white rice - has a bit of a nutty taste that is good plain.
grocery gourmet food,dairy eggs,milk,3.0,"Nowhere in the description is there a claim that this is actually cow's milk. How can we know for sure? It could come from a dog, a horse, or nearly any other mammal."
health personal care,health care,pain relievers,3.0,"I do not like this water bottle, because the massaging vibrator is attached to the screw cap at the top and makes the bottle very tricky to open and close."
health personal care,health care,pill cases splitters,5.0,Bought this for my daughter. She says it's perfect for her needs.
grocery gourmet food,snack food,popcorn,5.0,"I think that some people have complained that this popcorn is bland, but that's what it's supposed to be.... It's a product that is as healthy as you want it to be- you decide. :) Although I do like to add salt, I have found that I don't really care to add a lot of other flavors to it. This is probably because my mom used to air-pop popcorn when we were kids (and add her own flavors) and it kind of reminds me of that. I guess she didn't add very much. :) It seems to ""pop"" better than other varieties I've tried and it doesn't leave you with greasy fingers. Good job, Newman."
health personal care,nutrition wellness,vitamins supplements,3.0,"I bought this to get my kids started on an Omega-3 supplement and it's a great idea; however, while it's probably the best option you have for kids, it does not taste good. It has an unpleasant orange taste, certainly OK enough for an adult, and maybe for some kids, but for many kids I think you will have a battle. My daughter will take it mixed in some chocolate yogurt but she's a really good sport. My son HATES it in every combination I've tried so far. It is very hard to mask the dominant orange taste. I am trying it today in a couple of tablespoons of raspberry sorbet and see if that will fly--it might as the supersweet flavor of the sorbet goes a long way to mellowing the orange. Bottom line"
grocery gourmet food,snack food,popcorn,3.0,"mid-size popcorn...not as big as the geneticly engineered variety...but, popped well in my stir-crazy. A few kernels invariably scorched, no matter how quickly I removed from heat...but...plenty to go around."
health personal care,nutrition wellness,vitamins supplements,1.0,"When I ordered this Flax Oil, I really should have read closer, I went for price, not quality. I should have looked at the serving size, which in this bottle of 120 caps is only 17, meaning you have take 7 of these huge pills a day to get the amounts advertised. I won't be buying this one again."
grocery gourmet food,breakfast foods,breakfast cereal bars,5.0,"Although designed for high-protein, low-carb diets these bars are a nutritional powerhouse featuring many essential vitamins, minerals and other nutrients in generous amounts. At around 270 calories per bar you get a complete meal replacement which satisfies your hunger while being very tasty. Highly recommended."
grocery gourmet food,beverages,juices,5.0,I got these drinks as well as some other Hawaiian Sun assortment from my aunt who got them straight from Hawaii and fell in love. these juices are my favorite type of juice. They're addicting good and with ice they make the ultimate smoothie and I'm sure with or without ice it'd be a great cocktail mixer. Try all the Hawaiian Sun drinks before you choose your favorite. This happens to be mine
health personal care,nutrition wellness,vitamins supplements,5.0,"These vanilla protein pills tast great. I can eat the protein pills while at work which helps take me through to my lunch. I just pop three pills, one at a time, in my mouth while working. It's not at all like trying to eat a protein bar while working, which of course you can't do. They tast good and are soft and desolve in my mouth quickly. Very nice, especially if my lunch is running late and I don't have to stop at three pills either."
grocery gourmet food,pantry staples,packaged meals side dishes,5.0,"This was a special purchase for my Mother, who has hada lot of trouble finding this product. She was thrilled!!Oh, and it came incredibly fast! YAY!! Will probablybe ordering more!!"
grocery gourmet food,beverages,juices,5.0,"This is my favorite of essn's juices. It is unique and has a beautiful color, which you see when using it as a mixer in cocktails. Also, a HUGE hit with kids. Can't beat 100% juice. Worth every penny!"
grocery gourmet food,beverages,tea,5.0,"I haven't been able to find this tea in awhile and am so glad I checked here on Amazon! This tea is soothing when served hot, and refreshing when steeped and poured over a cup of ice to make iced tea. I love it!"
baby products,feeding,bottle feeding,5.0,For those that don't use disposable baby bottles this is a great product to sanitize and recycle your baby bottles. I chipped in with a colleague to get this for someone as a baby shower gift.
grocery gourmet food,beverages,tea,5.0,My husband discovered Celestial Seasonings Earl Grey tea when visiting the Celestial Seasonngs company in Colorado. He sampled it there and and loved the flavor. We were able to purchase this tea in our city (Chicago) when we returned from our trip. We have since moved to the state of Washington and cannot find this tea anywhere in this area and no other tea compares to Celestial Seasonings Earl grey. We know where to get it now. Thanks Amazon
grocery gourmet food,beverages,tea,5.0,"I can drink this tea all day, every day. Doesn't need sweetening. Best herb tea I've found!"
grocery gourmet food,beverages,juices,1.0,"I was saddened to see on the back of my Mott's juice bottle that this product comes from concentrate from Argentina, China and the USA. Mott's represents themselves as an American product yet they are buying apple products from countries whose agriculture standards are questionable."
health personal care,health care,first aid,3.0,"This product probably works really well but I just couldn't keep using it because it comes off in the shower and you have to keep each patch on for 3 days, take it off, wash it everyday, let it dry and then put it back on. Some people are good at stuff like this but I feel it's tedious and too easy to forget a step when you lead a busy life."
health personal care,nutrition wellness,nutrition bars drinks,5.0,"One of my favorite Clif Bars that I've tried. I love them for a breakfast bar because you can eat them and not feel hungry for quite a while. The banana nut bread is like taking the lesser healthy version, and compacting it down to a little chewy bar. They do a good job matching a flavor with a bar; unlike some other flavors where it tastes like lemon flavored granola or some odd mismatch. Good all around pick."
health personal care,health care,massage relaxation,4.0,"This stool is ideal for a budget which is deserving of the four stars. It also seems sturdy and not squeeky as one review had noted. The quality is not exquisit but that was to be expected. It seems durable enough for what I need it for as far as my massage practice. The upolstery is good but a little loose so the foam which is almost too soft/smushy is out of wack when I get up from the stool, which may pose a problem with extended use. We'll see."
grocery gourmet food,beverages,tea,5.0,"If you like a great tasting and relaxing camomile, you will love this tea. It is excellent!"
health personal care,health care,diabetes,5.0,"Es un producto de muy buena calidad, f&aacute;cil de utilizar y con muy buena relaci&oacute;n calidad-precio."
grocery gourmet food,beverages,tea,5.0,"I love this tea, very pleasant and delicate flavor. We drink it between meals, after meals, and sometime at night before bed. Originally I ordered it for myself to support my dieting. But now my husband, who cannot drink caffeine due to issues with his stomack, fall in love with this tea also.Amazon has great price on it if buy in 6 pack box."
health personal care,nutrition wellness,vitamins supplements,5.0,This is quite simply the best probiotic dietary supplement that you can buy. Why? Let me illustrate.Super Strains
grocery gourmet food,snack food,pretzels,5.0,Just received my order today and the kids I dove into them!! Really HOT...but not deadly!And the pretzel....fabulous! Nubs that are crispy tender...they DO NOT BREAK your teeth! I would highly recommend these as a great natural treat.
health personal care,nutrition wellness,vitamins supplements,1.0,I have to agree with the reviews of the other users here. This stuff makes you feel like you're on crazy pills. I had a sick feeling in my throat minutes after taking them. I highly recommend Lean System 7 as a safe alternative to this.
grocery gourmet food,beverages,unknown,5.0,Great tasting! The kids loved them. We love the all natural ingredients. Very difficult to find quality and a truley natural product these days. We even order them a work for the staff.
health personal care,health care,incontinence,5.0,"These terry pillow protectors are soft and comfortable, unlike most waterproof protectors. They are well made and zip closed. They are even softer after being machine washed."
grocery gourmet food,snack food,unknown,5.0,"This is great for a gluten, corn, soy and casein free cheesy cracker. The orange color and spice mix really fools you into thinking you're eating a cheddar flavored cracker. This is our replacement for goldfish crackers and cheesy chex mix."
grocery gourmet food,breakfast foods,cereals,5.0,"This is a delicious choice for breakfast. I thought it wouldn't hold me from hunger for long because it was flakes, but it really does a good job! It stays crunchy considerably well, and has just the right sweetness. Tastes healthy, but not in a gross way :0) You feel like you are making a good decision to eat it. Definitely worth it, because of the volume of cereal you get!"
grocery gourmet food,pantry staples,cooking baking supplies,3.0,"I love Meyenberg's fresh goat milk, but this canned milk has a bit of a goaty taste--still it's ok. Raw goat's milk where the nannies have been separated from the billies tastes better than cow's milk!"
baby products,feeding,highchairs booster seats,5.0,I've never understood the appeal of the $300 changing table when changing pads like these are available instead. This changing pad can be used anywhere and is easily folded up and secured with the use of a velcro strap. The pattern is attractive and the pad can be machine washed. We're very pleased with this purchase.
grocery gourmet food,pantry staples,canned jarred food,5.0,"i really like this a lot. it is ready without much trouble and it makes a great, filling soup."
health personal care,nutrition wellness,vitamins supplements,5.0,Thanks to Heather's Tummy Fiber Organic Acacia Powder I have not felt this good since before my IBS. I have very little stomach pain and have regular bowel movements. I definetaly recomend this fiber.
